"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL180672";"";"0";"408.93";"0";"4.72";"3";"CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N";"IC50";"'='";"0.002";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1055306";"Inhibition of SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154613";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL4087670";"";"0";"524.62";"1";"2.90";"19d";"O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2ncn(CC(F)F)n2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004028";"Inhibition of SERT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002615";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL2047573";"";"0";"394.34";"0";"4.49";"2m";"OC(CCN1CCC(O)(Cc2ccccc2)CC1)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"337.0";"nM";"6.47";"";"";"UO_0000065";"16.41";"0.34";"1.98";"14.81";"False";"CHEMBL2050776";"Inhibition of [3H]serotonin uptake at human SERT expressed in CHO cells after 10 min by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046296";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"CHEMBL3308072";""
"CHEMBL2337587";"";"0";"283.37";"0";"3.42";"12b";"COc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"24.70";"0.46";"3.58";"22.96";"False";"CHEMBL2343889";"Inhibition of human recombinant SERT expressed in HEK293 cells assessed as inhibition of [3H]5HT reuptake";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331276";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3307715";""
"CHEMBL109571";"";"0";"279.43";"0";"4.53";"16b";"CN(C)CC1C2CCC(C2)C1c1ccc2ccccc2c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"28.63";"0.52";"3.47";"246.91";"False";"CHEMBL808143";"In vitro ability of compound to inhibit 5-HT re-uptake of radiolabeled [3H]-tritium transmitter into synaptosome";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136239";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL2012082";"";"0";"310.35";"0";"3.82";"14e, O-2784";"COC(=O)C1=C(c2cccc(-c3ccco3)c2)CC2CCC1O2";"IC50";"'='";"710.0";"nM";"6.15";"";"";"UO_0000065";"19.81";"0.37";"2.33";"12.63";"False";"CHEMBL2015103";"Displacement of [3H]citalopram from human serotonin transporter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010703";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL568140";"";"0";"274.19";"0";"3.95";"1j";"CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1041762";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156106";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL272986";"";"0";"302.46";"0";"3.06";"rac-6d";"CCN(CC)C(=O)C1(c2ccccc2)CC1CNCC(C)C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL932889";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143218";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL362298";"";"0";"487.52";"1";"5.70";"2i";"O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCO3";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"13.83";"0.26";"1.04";"14.05";"False";"CHEMBL828157";"Inhibitory activity against human- serotonin reuptake transmitter using [3H]-citalopram as a radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137182";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL1214428";"";"0";"519.90";"2";"5.90";"58";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccc(Cl)cc2)n1C";"IC50";"'='";"733.0";"nM";"6.13";"";"";"UO_0000065";"11.80";"0.25";"0.23";"15.14";"False";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL1214489";"";"0";"584.42";"2";"6.78";"60";"CCCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl";"IC50";"'='";"1159.0";"nM";"5.94";"";"";"UO_0000065";"10.83";"0.23";"-0.84";"14.65";"False";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL1214546";"";"0";"514.50";"2";"5.52";"65";"CCCn1c(-c2cccnc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C";"IC50";"'='";"133.0";"nM";"6.88";"";"";"UO_0000065";"13.36";"0.27";"1.36";"12.88";"False";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL1214302";"";"0";"507.89";"1";"5.16";"46";"Cc1[nH]c(-c2ccccc2)c(C)c1C(=O)NCCN1CCN(c2cccc(Cl)c2Cl)CC1.Cl";"IC50";"'='";"162.0";"nM";"6.79";"";"";"UO_0000065";"14.40";"0.29";"1.63";"13.22";"False";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL914";"FEXOFENADINE";"4";"501.67";"2";"5.51";"FEXOFENADINE";"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL1852341";"";"0";"486.45";"0";"4.74";"BDBM50352724";"Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1";"IC50";"'='";"10.2";"nM";"7.99";"";"264358";"UO_0000065";"16.43";"0.33";"3.25";"14.97";"False";"CHEMBL3705414";"Binding Assay: For serotonin transporter binding assays, a reaction mixture with a final volume of 0.25 ml was prepared by mixing a test compound, human serotonin transporter membrane expressed in HEK-293 cells (PerkinElmer, 5 ug/well), [3H]Imipramine (PerkinElmer, 2 nM) and 50 mM Tris-HCl (pH 7.4) buffer containing 120 mM NaCl and 5 mM KCl. The reaction mixture was incubated for 30 min at 27° C., and harvested through filtermate A glass fiber filter presoaked in 0.5% PEI with ice cold 50 mM Tris-HCl buffer (pH 7.4) containing 0.9% NaCl.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638464";"37";"BindingDB Database";"";"2014";"CHEMBL3307715";""
"CHEMBL1852665";"";"0";"532.47";"1";"3.72";"BDBM50352695";"COc1ccccc1-n1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c1C";"IC50";"'='";"12.2";"nM";"7.91";"";"264392";"UO_0000065";"14.86";"0.30";"4.19";"9.55";"False";"CHEMBL3705414";"Binding Assay: For serotonin transporter binding assays, a reaction mixture with a final volume of 0.25 ml was prepared by mixing a test compound, human serotonin transporter membrane expressed in HEK-293 cells (PerkinElmer, 5 ug/well), [3H]Imipramine (PerkinElmer, 2 nM) and 50 mM Tris-HCl (pH 7.4) buffer containing 120 mM NaCl and 5 mM KCl. The reaction mixture was incubated for 30 min at 27° C., and harvested through filtermate A glass fiber filter presoaked in 0.5% PEI with ice cold 50 mM Tris-HCl buffer (pH 7.4) containing 0.9% NaCl.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638464";"37";"BindingDB Database";"";"2014";"CHEMBL3307715";""
"CHEMBL3593395";"";"0";"312.62";"0";"2.26";"7";"Cl.OC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1";"IC50";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"25.40";"0.56";"4.75";"16.90";"False";"CHEMBL3595874";"Inhibition of human SERT expressed in CHOK1 cells incubated for 20 mins by [3H]-5-hydroxytryptamine uptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3593224";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307512";""
"CHEMBL1614641";"FLUNOXAPROFEN";"0";"285.27";"0";"3.82";"FLUNOXAPROFEN";"C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL1276961";"";"0";"281.40";"0";"4.02";"25";"CCN(CC)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1";"IC50";"'='";"6.2";"nM";"8.21";"";"";"UO_0000065";"29.17";"0.53";"4.19";"19.17";"False";"CHEMBL1285514";"Binding affinity to human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275372";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL1275794";"";"0";"246.33";"0";"3.50";"9d";"CN(C)[C@@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"34.72";"0.65";"5.05";"44.94";"False";"CHEMBL1285514";"Binding affinity to human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275372";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL1909064";"LIPOPOLYSACCHARIDE E. COLI O55:B5";"0";"None";"None";"None";"LIPOPOLYSACCHARIDE E. COLI O55:B5";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL4061167";"";"0";"361.49";"0";"3.68";"2a";"c1ccc(CC2CCN(CCCn3nnnc3-c3ccccc3)CC2)cc1";"IC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"16.75";"0.31";"2.38";"12.93";"False";"CHEMBL4046311";"Inhibition of re-uptake of [3H]-5-HT at human SERT expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043179";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4083042";"";"0";"429.49";"0";"4.70";"2b";"FC(F)(F)c1cccc(-c2nnnn2CCCN2CCC(Cc3ccccc3)CC2)c1";"IC50";"'='";"8810.0";"nM";"5.05";"";"";"UO_0000065";"11.77";"0.22";"0.36";"10.79";"False";"CHEMBL4046311";"Inhibition of re-uptake of [3H]-5-HT at human SERT expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043179";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL311350";"PIROMIDIC ACID";"0";"288.31";"0";"1.11";"PIROMIDIC ACID";"CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL4068516";"";"0";"392.46";"0";"3.20";"1d";"O=[N+]([O-])c1ccc(-c2nnnn2CCN2CCC(Cc3ccccc3)CC2)cc1";"IC50";"'='";"1240.0";"nM";"5.91";"";"";"UO_0000065";"15.05";"0.28";"2.71";"6.56";"False";"CHEMBL4046311";"Inhibition of re-uptake of [3H]-5-HT at human SERT expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043179";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL1086754";"";"0";"485.46";"1";"5.25";"5";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"14.85";"0.30";"1.96";"17.79";"True";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL1080726";"";"0";"451.01";"0";"4.60";"19";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1C";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"17.65";"0.34";"3.36";"19.65";"True";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL1213934";"";"0";"467.62";"0";"4.49";"25";"Cc1c(C(=O)NCCCN2CCN(c3cccc4cccnc34)CC2)cc(-c2ccccc2)n1C";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"16.38";"0.30";"3.17";"14.34";"False";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL3763934";"";"0";"443.55";"0";"3.37";"24";"O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2cccc(=O)n21";"IC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"11.61";"0.21";"1.78";"6.18";"False";"CHEMBL3767599";"Inhibition of human SERT expressed in HEK293 cells preincubated for 30 mins followed by fluorescent substrate addition measured after 30 mins by plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763146";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307715";""
"CHEMBL505147";"UK-390957";"2";"352.48";"0";"2.91";"20";"CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"23.83";"0.50";"5.49";"11.56";"False";"CHEMBL987973";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144206";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL519514";"";"0";"453.53";"0";"4.51";"55c";"NC(=O)c1ccc(F)c2c1CC(N(CCCCn1ccc3ccc(F)cc31)CC1CC1)CO2";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL984526";"Inhibition of 5-HT transporter-mediated [3H]5HT uptake in human Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142498";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307657";""
"CHEMBL485407";"";"0";"411.45";"0";"3.24";"57b";"NC(=O)c1ccc(F)c2c1C[C@@H](NCC1CCc3[nH]c4ccc(F)cc4c3C1)CO2";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL984526";"Inhibition of 5-HT transporter-mediated [3H]5HT uptake in human Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142498";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307657";""
"CHEMBL213652";"";"0";"427.50";"0";"4.19";"34c";"CCCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2c(F)ccc(C(N)=O)c2C1";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"16.12";"0.30";"2.70";"9.66";"False";"CHEMBL984526";"Inhibition of 5-HT transporter-mediated [3H]5HT uptake in human Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142498";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307657";""
"CHEMBL211363";"";"0";"408.52";"1";"5.11";"(R)-(-)-35a";"COc1cccc2c1C[C@@H](N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2";"IC50";"'='";"732.0";"nM";"6.13";"";"";"UO_0000065";"15.02";"0.28";"1.03";"16.37";"False";"CHEMBL984526";"Inhibition of 5-HT transporter-mediated [3H]5HT uptake in human Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142498";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307657";""
"CHEMBL2338037";"";"0";"317.82";"0";"4.08";"30b";"COc1cc(Cl)ccc1O[C@H](c1ccccc1)[C@@H]1CCNC1";"IC50";"'='";"0.631";"nM";"9.20";"";"";"UO_0000065";"28.95";"0.57";"5.12";"30.17";"False";"CHEMBL2343889";"Inhibition of human recombinant SERT expressed in HEK293 cells assessed as inhibition of [3H]5HT reuptake";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331276";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3307715";""
"CHEMBL2333648";"";"0";"384.83";"0";"4.59";"15";"FC(F)(F)c1cc(Cl)cc(COCC2(c3ccccc3)CCNCC2)n1";"IC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"21.31";"0.43";"3.61";"24.01";"False";"CHEMBL2342729";"Displacement of [125I]RTI-55 from human SERT expressed in HEK293 cell membranes after 1 hr by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331544";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3307715";""
"CHEMBL490203";"";"0";"323.39";"0";"3.08";"6";"CN(C)Cc1cc(F)ccc1Oc1ccc(S(C)(=O)=O)cc1";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"18.94";"0.38";"3.04";"13.14";"False";"CHEMBL987973";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144206";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL520760";"";"0";"368.55";"0";"3.27";"39";"CSc1ccc(Sc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"20.89";"0.46";"4.43";"12.14";"False";"CHEMBL1012267";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155050";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL340301";"";"0";"333.44";"0";"4.25";"17";"c1ccc2c(CCCNCCOc3cccc4[nH]ccc34)c[nH]c2c1";"IC50";"'='";"154.0";"nM";"6.81";"";"";"UO_0000065";"20.43";"0.37";"2.56";"12.89";"False";"CHEMBL806211";"Inhibition concentration against [3H]5-HT uptake by human serotonin transporter in JAR cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148370";"1";"Scientific Literature";"J. Med. Chem.";"2004";"CHEMBL3307657";""
